accession_id,cofactor_names,has_covalent,has_divalent
Q72IW8,[],False,False
Q72IX4,[],False,False
Q72IX6,[],False,False
Q72IX9,[],False,False
Q72IY0,[],False,False
Q72IY1,[],False,False
Q72IY7,[],False,False
Q72IY9,[],False,False
Q72IZ0,[],False,False
Q72IZ4,[],False,False
Q72IZ5,['Zn(2+)'],False,True
Q72IZ6,[],False,False
Q72IZ7,[],False,False
Q72J00,[],False,False
Q72J01,[],False,False
Q72J10,[],False,False
Q72J11,[],False,False
Q72J15,[],False,False
Q72J17,[],False,False
Q72J19,[],False,False
Q72J20,['Mo-molybdopterin'],True,False
Q72J25,[],False,False
Q72J28,[],False,False
Q72J30,[],False,False
Q72J33,[],False,False
Q72J36,[],False,False
Q72J38,[],False,False
Q72J42,[],False,False
Q72J45,[],False,False
Q72J50,[],False,False
Q72J57,[],False,False
Q72J58,[],False,False
Q72J61,[],False,False
Q72J62,[],False,False
Q72J63,[],False,False
Q72J64,[],False,False
Q72J65,[],False,False
Q72J66,[],False,False
Q72J75,[],False,False
Q72J78,[],False,False
Q72J79,[],False,False
Q72J81,[],False,False
Q72J89,[],False,False
Q72J96,[],False,False
Q72J97,[],False,False
Q72J99,[],False,False
Q72JA1,[],False,False
Q72JA3,[],False,False
Q72JA9,[],False,False
Q72JB0,[],False,False
Q72JB1,[],False,False
Q72JB8,[],False,False
Q72JC5,[],False,False
Q72JD0,[],False,False
Q72JD6,[],False,False
Q72JD8,[],False,False
Q72JE2,[],False,False
Q72JF6,[],False,False
Q72JF7,[],False,False
Q72JG2,[],False,False
Q72JG5,[],False,False
Q72JG9,[],False,False
Q72JH4,[],False,False
Q72JH7,[],False,False
Q72JH9,[],False,False
Q72JI4,"['Co(2+)', 'Mg(2+)', 'Zn(2+)']",False,True
Q72JI9,[],False,False
Q72JJ0,[],False,False
Q72JJ1,['FAD'],True,False
Q72JJ2,[],False,False
Q72JJ3,['FAD'],True,False
Q72JJ4,[],False,False
Q72JJ5,[],False,False
Q72JK5,[],False,False
Q72JK6,[],False,False
Q72JK7,[],False,False
Q72JL5,[],False,False
Q72JM3,[],False,False
Q72JM7,[],False,False
Q72JM9,[],False,False
Q72JN4,[],False,False
Q72JN6,[],False,False
Q72JN7,[],False,False
Q72JP2,[],False,False
Q72JQ4,[],False,False
Q72JR3,[],False,False
Q72JR5,[],False,False
Q72JS6,[],False,False
Q72JT1,[],False,False
Q72JT4,[],False,False
Q72JT7,[],False,False
Q72JU1,[],False,False
Q72JU2,['adenosylcob(III)alamin'],True,False
Q72JW6,[],False,False
Q72JX5,[],False,False
Q72JY3,[],False,False
Q72JY4,[],False,False
Q72JY8,[],False,False
Q72JZ6,[],False,False
Q72K01,[],False,False
Q72K10,[],False,False
Q72K12,[],False,False
Q72K13,[],False,False
Q72K14,[],False,False
Q72K21,[],False,False
Q72K22,['Fe(2+)'],False,True
Q72K23,[],False,False
Q72K24,[],False,False
Q72K25,[],False,False
Q72K29,[],False,False
Q72K30,[],False,False
Q72K33,[],False,False
Q72K50,['thiamine diphosphate'],True,False
Q72K52,[],False,False
Q72K54,['pyruvate'],True,False
Q72K65,[],False,False
Q72K70,[],False,False
Q72K77,[],False,False
Q72K88,[],False,False
Q72K92,[],False,False
Q72KA2,[],False,False
Q72KA5,[],False,False
Q72KA6,[],False,False
Q72KA8,[],False,False
Q72KB1,['FAD'],True,False
Q72KB5,[],False,False
Q72KB6,[],False,False
Q72KB8,['FAD'],True,False
Q72KC0,[],False,False
Q72KC7,['a divalent metal cation'],True,False
Q72KC8,[],False,False
Q72KC9,[],False,False
Q72KD1,[],False,False
Q72KD3,[],False,False
Q72KD4,[],False,False
Q72KD5,['Mg(2+)'],False,True
Q72KD6,"[""pyridoxal 5'-phosphate""]",True,False
Q72KE7,[],False,False
Q72KF5,[],False,False
Q72KF6,[],False,False
Q72KG2,[],False,False
Q72KG6,[],False,False
Q72KG7,[],False,False
Q72KG8,[],False,False
Q72KH0,[],False,False
Q72KI2,[],False,False
Q72KI3,[],False,False
Q72KI4,[],False,False
Q72KI9,[],False,False
Q72KJ3,[],False,False
Q72KJ6,[],False,False
Q72KJ9,[],False,False
Q72KK0,[],False,False
Q72KK1,[],False,False
Q72KK5,['FAD'],True,False
Q72KK6,[],False,False
Q72KK8,[],False,False
Q72KL0,[],False,False
Q72KL3,[],False,False
Q72KL5,[],False,False
Q72KM0,[],False,False
Q72KM1,[],False,False
Q72KM4,[],False,False
Q72KM7,[],False,False
Q72KN7,[],False,False
Q72KP2,[],False,False
Q72KQ5,[],False,False
Q72KR0,[],False,False
Q72KR1,[],False,False
Q72KR3,[],False,False
Q72KR8,[],False,False
Q72KR9,[],False,False
Q72KS0,[],False,False
Q72KS1,[],False,False
Q72KS5,[],False,False
Q72KS9,[],False,False
Q72KT0,[],False,False
Q72KT4,[],False,False
Q72KT5,[],False,False
Q72KT6,[],False,False
Q72KU2,[],False,False
Q72KU5,[],False,False
Q72KU7,[],False,False
Q72KV1,[],False,False
Q72KV6,[],False,False
Q72KW0,[],False,False
Q72KW1,[],False,False
Q72KW7,"[""pyridoxal 5'-phosphate""]",True,False
Q72KW9,[],False,False
Q72KX0,[],False,False
Q72KX2,[],False,False
Q72KX7,[],False,False
Q72KX8,[],False,False
Q72KX9,[],False,False
Q72KY0,[],False,False
Q72KY1,[],False,False
Q72KZ4,[],False,False
Q72KZ5,[],False,False
Q72KZ6,[],False,False
Q72KZ7,[],False,False
Q72KZ8,[],False,False
Q72L01,[],False,False
Q72L02,[],False,False
Q72L06,[],False,False
Q72L09,[],False,False
Q72L17,[],False,False
Q72L18,[],False,False
Q72L19,[],False,False
Q72L25,['FAD'],True,False
Q72L26,[],False,False
Q72L27,[],False,False
Q72L28,[],False,False
Q72L30,[],False,False
Q72L35,[],False,False
Q72L36,[],False,False
Q72L38,[],False,False
Q72L39,[],False,False
Q72L40,[],False,False
Q72L41,[],False,False
Q72L42,[],False,False
Q72L52,[],False,False
Q72L60,[],False,False
Q72L61,[],False,False
Q72L70,[],False,False
Q72L72,[],False,False
Q72L78,[],False,False
Q72L81,[],False,False
Q72L84,[],False,False
Q72L86,[],False,False
Q72L94,[],False,False
Q72L99,['Mg(2+)'],False,True
Q72LA2,[],False,False
Q72LA7,[],False,False
Q72LB2,[],False,False
Q72LB4,[],False,False
Q72LB6,[],False,False
Q72LB9,[],False,False
Q72LC3,[],False,False
Q72LC4,[],False,False
Q72LC5,[],False,False
Q72LC6,[],False,False
Q72LC7,[],False,False
Q72LD0,['FAD'],True,False
Q72LD1,[],False,False
Q72LD3,[],False,False
Q72LD5,[],False,False
Q72LD7,[],False,False
Q72LD8,[],False,False
Q72LE3,[],False,False
Q72LE8,[],False,False
Q72LF0,[],False,False
Q72LF1,[],False,False
Q72LF2,[],False,False
Q72LF5,[],False,False
Q72LF6,[],False,False
Q72LF7,[],False,False
Q72LF8,[],False,False
Q72LG1,[],False,False
Q72LG2,[],False,False
Q72LH7,[],False,False
Q72LI5,[],False,False
Q72LJ6,[],False,False
Q72LK2,[],False,False
Q72LK4,[],False,False
Q72LK6,[],False,False
Q72LK7,[],False,False
Q72LK8,[],False,False
Q72LL5,[],False,False
Q72LM1,[],False,False
Q72LM2,[],False,False
Q72LM7,[],False,False
Q72LN2,[],False,False
Q72LN4,[],False,False
Q72LN6,[],False,False
Q72LN7,[],False,False
Q72LN8,[],False,False
Q72LP3,[],False,False
Q72LP6,['[4Fe-4S] cluster'],True,False
Q72LP7,[],False,False
Q72LQ0,[],False,False
Q72LQ1,[],False,False
Q72LQ2,[],False,False
Q72LQ5,[],False,False
Q72LQ6,[],False,False
Q745T2,[],False,False
Q745T5,[],False,False
Q745T9,['Mg(2+)'],False,True
Q745V5,[],False,False
Q745V6,[],False,False
Q745X1,[],False,False
Q745X5,[],False,False
Q745X6,[],False,False
Q745Y0,[],False,False
Q745Y1,[],False,False
Q745Y2,[],False,False
Q745Y4,[],False,False
Q745Y6,[],False,False
Q745Z2,[],False,False
Q745Z3,[],False,False
Q745Z4,['Fe cation'],True,False
Q745Z5,[],False,False
Q745Z9,[],False,False
Q746A5,[],False,False
Q746A9,[],False,False
Q746C0,[],False,False
Q746C1,[],False,False
Q746D6,[],False,False
Q746D7,[],False,False
Q746D8,[],False,False
Q746D9,[],False,False
Q746E0,[],False,False
Q746E8,[],False,False
Q746E9,[],False,False
Q746F0,[],False,False
Q746F1,[],False,False
Q746F2,[],False,False
Q746I1,['FAD'],True,False
Q746I3,[],False,False
Q746K4,[],False,False
Q746K9,[],False,False
Q746L0,[],False,False
Q746L4,[],False,False
Q746L6,[],False,False
Q746L8,[],False,False
Q746L9,[],False,False
Q746M6,[],False,False
Q746M9,"['Mg(2+)', 'Zn(2+)']",False,True
Q746N3,[],False,False
Q746N6,[],False,False
Q746N7,[],False,False
Q746N9,[],False,False
Q746P0,[],False,False
Q746P1,[],False,False
Q746P2,[],False,False
Q746P3,[],False,False
Q746P4,[],False,False
Q746Q0,[],False,False
Q72IX5,[],False,False
