proteinid,pI_x,packing_density,cofactor_names,has_covalent,has_divalent,Disorderfraction,sigpeptides100,validpeptides100,sigpeptides50,validpeptides50,fragile100,fragile50,fracperturbed100,fracperturbed50,cofactors
Q72K90,8.995676612854005,0.759,[],False,False,0.0492610837438423,2,5,1.0,2.0,True,False,0.4,0.5,neither
Q72K94,5.371989631652832,0.733,"[""pyridoxal 5'-phosphate""]",True,False,0.002415458937198,1,58,0.0,57.0,False,False,0.017241379310344827,0.0,covalent
Q72KB4,6.492740821838378,0.727,[],False,False,0.0245398773006134,3,3,0.0,3.0,True,False,1.0,0.0,neither
Q72KC6,4.41743564605713,0.824,[],False,False,0.0217391304347826,5,18,0.0,17.0,True,False,0.2777777777777778,0.0,neither
Q72KD9,6.759656715393067,0.739,[],False,False,0.0,0,6,0.0,8.0,False,False,0.0,0.0,neither
Q72KE2,5.998923683166503,0.735,"['Mg(2+)', 'Mn(2+)']",False,True,0.0,0,8,0.0,5.0,False,False,0.0,0.0,divalent
Q72KF8,5.904229927062987,0.722,[],False,False,0.0052356020942408,5,20,0.0,17.0,True,False,0.25,0.0,neither
Q72KG1,5.670223808288575,0.73,[],False,False,0.0034129692832764,0,29,0.0,21.0,False,False,0.0,0.0,neither
Q72KH6,5.765599632263183,0.733,[],False,False,0.0,0,32,0.0,27.0,False,False,0.0,0.0,neither
Q72KH8,5.9432783126831055,0.732,['Zn(2+)'],False,True,0.0,0,9,0.0,7.0,False,False,0.0,0.0,divalent
Q72KL2,6.603690528869629,0.733,['[4Fe-4S] cluster'],True,False,0.018018018018018,2,17,0.0,13.0,True,False,0.11764705882352941,0.0,covalent
Q72KL8,6.187572288513183,0.738,['Mg(2+)'],False,True,0.0048543689320388,0,1,,,False,False,0.0,,divalent
Q72KM5,6.827863502502441,0.754,['Zn(2+)'],False,True,0.0,0,3,0.0,3.0,False,False,0.0,0.0,divalent
Q72KN3,5.509653663635253,0.709,['[4Fe-4S] cluster'],True,False,0.0011086474501108,0,81,0.0,75.0,False,False,0.0,0.0,covalent
Q72KN9,6.789269828796387,0.746,[],False,False,0.0149253731343283,0,2,0.0,2.0,False,False,0.0,0.0,neither
Q72KP6,6.256972694396972,0.736,['[4Fe-4S] cluster'],True,False,0.0045977011494252,0,3,0.0,3.0,False,False,0.0,0.0,covalent
Q72KQ8,7.014806938171386,0.739,"['Mg(2+)', 'Mn(2+)']",False,True,0.0867678958785249,1,24,0.0,25.0,False,False,0.041666666666666664,0.0,divalent
Q72KQ9,6.206613349914551,0.744,[],False,False,0.0070422535211267,0,12,0.0,10.0,False,False,0.0,0.0,neither
Q72KR6,8.318242835998536,0.713,['[4Fe-4S] cluster'],True,False,0.0026881720430107,4,24,0.0,22.0,True,False,0.16666666666666666,0.0,covalent
Q72KS4,5.886155128479003,0.741,[],False,False,0.0364779874213836,23,60,4.0,50.0,True,True,0.38333333333333336,0.08,neither
Q72KU0,7.9074502944946286,0.733,[],False,False,0.009933774834437,1,10,0.0,7.0,False,False,0.1,0.0,neither
Q72KU1,5.862964820861816,0.721,['Zn(2+)'],False,True,0.0,2,9,0.0,9.0,True,False,0.2222222222222222,0.0,divalent
Q72KV2,5.655900382995605,0.726,[],False,False,0.0180327868852459,2,8,1.0,9.0,True,False,0.25,0.1111111111111111,neither
Q72L12,5.880243873596191,0.728,"['Zn(2+)', 'methylcob(III)alamin']",True,True,0.0405405405405405,0,11,0.0,9.0,False,False,0.0,0.0,both
Q72L14,5.961523628234863,0.75,[],False,False,0.0401002506265664,25,40,0.0,34.0,True,False,0.625,0.0,neither
Q72L15,5.429794883728026,0.757,[],False,False,0.0051546391752577,17,52,0.0,41.0,True,False,0.3269230769230769,0.0,neither
Q72L16,5.037662696838378,0.767,[],False,False,0.0,81,87,33.0,72.0,True,True,0.9310344827586207,0.4583333333333333,neither
Q72L22,5.744228172302246,0.751,['pyruvate'],True,False,0.0,2,4,1.0,5.0,True,False,0.5,0.2,covalent
Q72L31,6.73436336517334,0.728,[],False,False,0.002932551319648,0,16,0.0,19.0,False,False,0.0,0.0,neither
Q72L32,6.041893959045409,0.745,[],False,False,0.0,23,61,41.0,61.0,True,True,0.3770491803278688,0.6721311475409836,neither
Q72L53,9.295261192321778,0.74,[],False,False,0.0047393364928909,0,3,0.0,1.0,False,False,0.0,0.0,neither
Q72L59,9.191467094421387,0.746,['Mg(2+)'],False,True,0.0,0,3,0.0,3.0,False,False,0.0,0.0,divalent
Q72L62,6.318756675720215,0.732,['Zn(2+)'],False,True,0.0,0,19,0.0,20.0,False,False,0.0,0.0,divalent
Q72L85,5.787312126159668,0.733,[],False,False,0.0,0,40,0.0,40.0,False,False,0.0,0.0,neither
Q72L90,6.645694541931152,0.74,['Mg(2+)'],False,True,0.0332480818414322,0,61,0.0,59.0,False,False,0.0,0.0,divalent
Q72L91,5.564219093322753,0.738,[],False,False,0.0,1,38,0.0,34.0,False,False,0.02631578947368421,0.0,neither
Q72L95,5.056703758239746,0.776,[],False,False,0.1796690307328605,1,14,1.0,11.0,False,False,0.07142857142857142,0.09090909090909091,neither
Q72LC2,5.757983207702637,0.724,[],False,False,0.0,0,23,0.0,20.0,False,False,0.0,0.0,neither
Q72LE2,8.716915321350097,0.742,"[""pyridoxal 5'-phosphate""]",True,False,0.0,0,37,0.0,36.0,False,False,0.0,0.0,covalent
Q72LH1,6.749027824401856,0.722,[],False,False,0.0023419203747072,12,28,0.0,22.0,True,False,0.42857142857142855,0.0,neither
Q72LI2,10.885373878479005,0.787,[],False,False,0.1411042944785276,3,5,0.0,4.0,True,False,0.6,0.0,neither
Q72LI9,6.529231452941894,0.736,[],False,False,0.0,0,32,0.0,29.0,False,False,0.0,0.0,neither
Q72LJ1,9.056405830383298,0.729,[],False,False,0.0,0,5,0.0,6.0,False,False,0.0,0.0,neither
Q72LJ5,6.461820411682129,0.743,['K(+)'],True,False,0.0121703853955375,2,26,3.0,27.0,True,True,0.07692307692307693,0.1111111111111111,covalent
Q72LK3,5.182431602478027,0.737,[],False,False,0.0,0,5,0.0,7.0,False,False,0.0,0.0,neither
Q72LL0,5.377900886535645,0.733,[],False,False,0.0,0,25,0.0,22.0,False,False,0.0,0.0,neither
Q72LM0,6.196837043762207,0.75,['Mg(2+)'],False,True,0.0,1,16,0.0,16.0,False,False,0.0625,0.0,divalent
Q72LM3,6.112317466735839,0.751,['Zn(2+)'],False,True,0.0501618122977346,1,5,0.0,2.0,False,False,0.2,0.0,divalent
Q746Q1,9.18856601715088,0.72,['Mg(2+)'],False,True,0.0068181818181818,0,12,0.0,12.0,False,False,0.0,0.0,divalent
P16608,6.044849586486817,0.736,[],False,False,0.062730627306273,0,12,0.0,8.0,False,False,0.0,0.0,neither
P54893,7.092903709411621,0.761,[],False,False,0.0,4,8,0.0,9.0,True,False,0.5,0.0,neither
P61500,5.618500328063964,0.746,[],False,False,0.0235294117647058,19,38,0.0,30.0,True,False,0.5,0.0,neither
P61661,6.302443885803222,0.731,[],False,False,0.0,0,2,,,False,False,0.0,,neither
P61671,5.672554206848145,0.737,[],False,False,0.0123304562268803,0,3,0.0,3.0,False,False,0.0,0.0,neither
P61695,9.69096813201904,0.763,[],False,False,0.0416666666666666,0,11,0.0,11.0,False,False,0.0,0.0,neither
P61728,8.010406303405762,0.761,[],False,False,0.0,6,11,0.0,8.0,True,False,0.5454545454545454,0.0,neither
P61977,5.740419960021973,0.736,[],False,False,0.0,3,38,1.0,40.0,True,False,0.07894736842105263,0.025,neither
P61989,7.8150026321411135,0.736,[],False,False,0.0163934426229508,0,2,0.0,1.0,False,False,0.0,0.0,neither
P62356,5.534208106994628,0.726,[],False,False,0.0085106382978723,9,13,2.0,13.0,True,True,0.6923076923076923,0.15384615384615385,neither
P62360,5.949416923522949,0.74,[],False,False,0.0,0,19,0.0,16.0,False,False,0.0,0.0,neither
P62374,6.048544120788574,0.737,[],False,False,0.0,0,26,0.0,23.0,False,False,0.0,0.0,neither
P62381,9.50897388458252,0.748,[],False,False,0.0,0,6,0.0,4.0,False,False,0.0,0.0,neither
P62442,9.557969856262208,0.765,[],False,False,0.0204081632653061,5,22,0.0,22.0,True,False,0.22727272727272727,0.0,neither
P62476,9.892625236511227,0.744,[],False,False,0.0070175438596491,0,4,0.0,4.0,False,False,0.0,0.0,neither
P62653,11.131643104553223,0.752,[],False,False,0.019047619047619,0,15,1.0,13.0,False,False,0.0,0.07692307692307693,neither
P62657,10.456014442443848,0.784,[],False,False,0.0,4,17,0.0,14.0,True,False,0.23529411764705882,0.0,neither
P62658,10.34377498626709,0.776,[],False,False,0.019047619047619,12,17,3.0,14.0,True,True,0.7058823529411765,0.21428571428571427,neither
P62659,11.551009941101077,0.786,[],False,False,0.0,4,17,3.0,14.0,True,True,0.23529411764705882,0.21428571428571427,neither
P62660,10.101051521301269,0.773,[],False,False,0.032258064516129,4,10,0.0,9.0,True,False,0.4,0.0,neither
P62661,11.889662361145016,0.779,[],False,False,0.0188679245283018,2,7,0.0,7.0,True,False,0.2857142857142857,0.0,neither
P62662,5.457873344421387,0.746,[],False,False,0.04296875,1,46,0.0,39.0,False,False,0.021739130434782608,0.0,neither
P62666,6.320120811462403,0.756,[],False,False,0.0,19,65,5.0,60.0,True,True,0.2923076923076923,0.08333333333333333,neither
P62667,10.440090751647949,0.767,[],False,False,0.0,1,19,0.0,20.0,False,False,0.05263157894736842,0.0,neither
P62668,10.261706733703612,0.752,[],False,False,0.0,14,25,0.0,26.0,True,False,0.56,0.0,neither
P62669,10.508233833312984,0.757,[],False,False,0.0,8,27,0.0,25.0,True,False,0.2962962962962963,0.0,neither
P96076,6.465855979919433,0.732,[],False,False,0.0,2,23,3.0,20.0,True,True,0.08695652173913043,0.15,neither
Q72G68,6.00705165863037,0.729,[],False,False,0.0,3,32,0.0,33.0,True,False,0.09375,0.0,neither
Q72G73,5.250126838684081,0.737,[],False,False,0.0014326647564469,1,23,0.0,20.0,False,False,0.043478260869565216,0.0,neither
Q72G84,10.898525428771972,0.767,[],False,False,0.0,7,10,0.0,9.0,True,False,0.7,0.0,neither
Q72G88,5.855518913269043,0.728,"[""pyridoxal 5'-phosphate""]",True,False,0.0,0,53,0.0,51.0,False,False,0.0,0.0,covalent
Q72GA0,7.954512214660644,0.741,[],False,False,0.0066666666666666,0,1,0.0,1.0,False,False,0.0,0.0,neither
Q72GA4,7.982040214538574,0.733,"[""pyridoxal 5'-phosphate""]",True,False,0.0304709141274238,0,12,0.0,14.0,False,False,0.0,0.0,covalent
Q72GB9,7.863676261901856,0.74,[],False,False,0.0,0,3,1.0,3.0,False,False,0.0,0.3333333333333333,neither
Q72GC0,5.299519920349121,0.734,['Mg(2+)'],False,True,0.0,14,30,6.0,27.0,True,True,0.4666666666666667,0.2222222222222222,divalent
Q72GD0,5.765429115295409,0.762,[],False,False,0.0241545893719806,1,6,0.0,1.0,False,False,0.16666666666666666,0.0,neither
Q72GD1,5.3323160171508786,0.721,[],False,False,0.0488997555012225,1,17,1.0,18.0,False,False,0.058823529411764705,0.05555555555555555,neither
Q72GD3,7.119333839416504,0.723,"['FMN', '[4Fe-4S] cluster']",True,False,0.0,1,29,0.0,23.0,False,False,0.034482758620689655,0.0,covalent
Q72GD4,6.392931556701661,0.709,"['[2Fe-2S] cluster', '[4Fe-4S] cluster']",True,False,0.0089399744572158,1,50,1.0,44.0,False,False,0.02,0.022727272727272728,covalent
Q72GE2,6.042178153991699,0.733,[],False,False,0.0,0,47,0.0,44.0,False,False,0.0,0.0,neither
Q72GF2,6.163699913024902,0.721,"['Mg(2+)', 'thiamine diphosphate']",True,True,0.0061443932411674,0,53,0.0,46.0,False,False,0.0,0.0,both
Q72GF4,5.391599082946779,0.739,['Mg(2+)'],False,True,0.0024813895781637,0,24,1.0,19.0,False,False,0.0,0.05263157894736842,divalent
Q72GF9,6.212410926818847,0.731,[],False,False,0.0062893081761006,0,41,0.0,40.0,False,False,0.0,0.0,neither
Q72GG0,6.1200475692749015,0.727,[],False,False,0.0,0,18,0.0,16.0,False,False,0.0,0.0,neither
Q72GH1,6.767329978942871,0.721,[],False,False,0.0374665477252453,0,4,0.0,4.0,False,False,0.0,0.0,neither
Q72GH4,5.978575325012207,0.732,[],False,False,0.0099667774086378,12,20,0.0,12.0,True,False,0.6,0.0,neither
Q72GI8,6.7572126388549805,0.777,['Zn(2+)'],False,True,0.0065359477124183,3,10,0.0,5.0,True,False,0.3,0.0,divalent
Q72GJ6,5.343456459045409,0.754,[],False,False,0.0978835978835978,11,19,1.0,13.0,True,False,0.5789473684210527,0.07692307692307693,neither
Q72GJ7,4.858506202697753,0.738,[],False,False,0.009090909090909,0,25,0.0,29.0,False,False,0.0,0.0,neither
Q72GJ9,5.918098640441894,0.742,[],False,False,0.0224215246636771,1,1,,,False,False,1.0,,neither
Q72GM4,5.746274375915529,0.758,[],False,False,0.1847014925373134,25,59,5.0,50.0,True,True,0.423728813559322,0.1,neither
Q72GM5,8.886660575866703,0.762,[],False,False,0.1588235294117647,3,4,3.0,4.0,True,True,0.75,0.75,neither
Q72GN3,6.854464149475096,0.742,[],False,False,0.0,1,7,0.0,8.0,False,False,0.14285714285714285,0.0,neither
Q72GN5,7.887594032287597,0.729,"[""pyridoxal 5'-phosphate""]",True,False,0.0,1,20,1.0,22.0,False,False,0.05,0.045454545454545456,covalent
Q72GP6,5.687048149108887,0.766,['(R)-lipoate'],True,False,0.1142857142857142,2,35,0.0,36.0,True,False,0.05714285714285714,0.0,covalent
Q72GP7,6.321484947204591,0.719,"['Mg(2+)', 'thiamine diphosphate']",True,True,0.0,4,23,1.0,23.0,True,False,0.17391304347826086,0.043478260869565216,both
Q72GQ3,6.813483238220214,0.734,['Mg(2+)'],False,True,0.0578231292517006,2,17,1.0,17.0,True,False,0.11764705882352941,0.058823529411764705,divalent
Q72GQ8,9.336585426330569,0.738,[],False,False,0.0584958217270195,0,23,1.0,16.0,False,False,0.0,0.0625,neither
Q72GR8,6.7422071456909185,0.733,[],False,False,0.0026666666666666,0,25,0.0,16.0,False,False,0.0,0.0,neither
Q72GS1,7.90532283782959,0.765,[],False,False,0.0462427745664739,0,40,1.0,39.0,False,False,0.0,0.02564102564102564,neither
Q72GS2,5.075517463684081,0.797,[],False,False,0.184,30,64,10.0,56.0,True,True,0.46875,0.17857142857142858,neither
Q72GS8,5.956635475158691,0.733,[],False,False,0.0,2,41,0.0,44.0,True,False,0.04878048780487805,0.0,neither
Q72GS9,9.589430427551267,0.737,[],False,False,0.0064102564102564,0,5,0.0,5.0,False,False,0.0,0.0,neither
Q72GU2,5.8553483963012685,0.728,['thiamine diphosphate'],True,False,0.0,0,26,0.0,26.0,False,False,0.0,0.0,covalent
Q72GU4,5.67630558013916,0.768,['(R)-lipoate'],True,False,0.1662971175166297,4,46,0.0,34.0,True,False,0.08695652173913043,0.0,covalent
Q72GU5,6.418679618835449,0.744,['FAD'],True,False,0.0,0,23,0.0,17.0,False,False,0.0,0.0,covalent
Q72GV5,9.09631175994873,0.769,[],False,False,0.0,9,25,1.0,17.0,True,False,0.36,0.058823529411764705,neither
Q72GV7,5.191298484802245,0.753,[],False,False,0.1330798479087452,2,36,0.0,33.0,True,False,0.05555555555555555,0.0,neither
Q72GW1,5.415130424499511,0.75,[],False,False,0.0597826086956521,27,29,11.0,18.0,True,True,0.9310344827586207,0.6111111111111112,neither
Q72GW3,9.895075035095214,0.777,['Zn(2+)'],False,True,0.0185185185185185,0,4,0.0,3.0,False,False,0.0,0.0,divalent
Q72GW8,9.060983085632325,0.761,['Zn(2+)'],False,True,0.0408163265306122,0,17,0.0,14.0,False,False,0.0,0.0,divalent
Q72GX2,8.513968849182131,0.734,[],False,False,0.0434782608695652,0,23,0.0,20.0,False,False,0.0,0.0,neither
Q72GX7,8.921537971496583,0.733,[],False,False,0.0029154518950437,2,3,,,True,False,0.6666666666666666,,neither
Q72GY3,5.426270866394042,0.734,['Zn(2+)'],False,True,0.0,0,56,0.0,49.0,False,False,0.0,0.0,divalent
Q72GY8,7.886498069763183,0.731,"['Ca(2+)', 'Mg(2+)', 'Mn(2+)', ""pyridoxal 5'-phosphate""]",True,True,0.0,1,10,0.0,11.0,False,False,0.1,0.0,both
Q72GY9,6.731123542785644,0.722,[],False,False,0.007366482504604,0,13,0.0,13.0,False,False,0.0,0.0,neither
Q72GZ4,5.985737037658691,0.739,[],False,False,0.0064935064935064,3,10,0.0,12.0,True,False,0.3,0.0,neither
Q72GZ5,8.25474147796631,0.74,['FAD'],True,False,0.0235546038543897,0,50,0.0,37.0,False,False,0.0,0.0,covalent
Q72GZ6,5.802772331237793,0.764,['(R)-lipoate'],True,False,0.0812807881773399,8,29,0.0,32.0,True,False,0.27586206896551724,0.0,covalent
Q72GZ7,5.828008842468263,0.718,['thiamine diphosphate'],True,False,0.0290178571428571,0,84,1.0,86.0,False,False,0.0,0.011627906976744186,covalent
Q72GZ9,7.9748842239379885,0.763,[],False,False,0.0261780104712041,0,1,,,False,False,0.0,,neither
Q72H17,5.617590904235839,0.737,[],False,False,0.0,0,26,0.0,20.0,False,False,0.0,0.0,neither
Q72H23,5.716547584533691,0.752,['Cu cation'],True,False,0.0474777448071216,1,12,0.0,12.0,False,False,0.08333333333333333,0.0,covalent
Q72H31,7.925243568420411,0.748,[],False,False,0.0,0,1,0.0,1.0,False,False,0.0,0.0,neither
Q72H32,9.351155281066896,0.745,[],False,False,0.0,3,34,0.0,35.0,True,False,0.08823529411764706,0.0,neither
Q72H33,5.158388710021971,0.748,['Fe(2+)'],False,True,0.0,16,27,7.0,20.0,True,True,0.5925925925925926,0.35,divalent
Q72H39,8.98555507659912,0.737,['FAD'],True,False,0.0101351351351351,0,21,0.0,16.0,False,False,0.0,0.0,covalent
Q72H43,5.623786354064941,0.734,[],False,False,0.0037453183520599,0,10,0.0,6.0,False,False,0.0,0.0,neither
Q72H55,6.178932762145995,0.723,['Mg(2+)'],False,True,0.0,0,12,0.0,12.0,False,False,0.0,0.0,divalent
Q72H58,4.489791679382324,0.766,[],False,False,0.0,22,78,3.0,74.0,True,True,0.28205128205128205,0.04054054054054054,neither
Q72H59,6.390032768249512,0.732,"[""pyridoxal 5'-phosphate""]",True,False,0.0,3,14,0.0,14.0,True,False,0.21428571428571427,0.0,covalent
Q72H71,8.947260856628418,0.735,[],False,False,0.0,0,14,0.0,12.0,False,False,0.0,0.0,neither
Q72H75,7.684313392639161,0.738,[],False,False,0.0021321961620469,1,35,0.0,27.0,False,False,0.02857142857142857,0.0,neither
Q72H76,5.115759468078613,0.738,[],False,False,0.024024024024024,0,22,0.0,24.0,False,False,0.0,0.0,neither
Q72H84,5.665563011169434,0.72,"['K(+)', 'Mg(2+)']",True,True,0.0042194092827004,3,38,0.0,35.0,True,False,0.07894736842105263,0.0,both
Q72H86,5.043460273742675,0.73,[],False,False,0.0,0,45,0.0,39.0,False,False,0.0,0.0,neither
Q72H88,9.170514869689942,0.73,['FAD'],True,False,0.0016750418760469,0,10,0.0,9.0,False,False,0.0,0.0,covalent
Q72H89,8.903873634338382,0.735,[],False,False,0.0441767068273092,1,1,1.0,1.0,False,False,1.0,1.0,neither
Q72H95,5.036241722106933,0.736,['Mg(2+)'],False,True,0.0,12,31,0.0,27.0,True,False,0.3870967741935484,0.0,divalent
Q72HA7,5.618500328063964,0.757,[],False,False,0.166351606805293,3,5,0.0,5.0,True,False,0.6,0.0,neither
Q72HB8,5.2662691116333,0.756,[],False,False,0.0028248587570621,11,25,0.0,15.0,True,False,0.44,0.0,neither
Q72HD3,8.005893516540528,0.756,[],False,False,0.0,0,7,0.0,4.0,False,False,0.0,0.0,neither
Q72HD8,5.622535896301269,0.749,['FAD'],True,False,0.043076923076923,0,13,0.0,9.0,False,False,0.0,0.0,covalent
Q72HE6,6.041893959045409,0.729,['Mg(2+)'],False,True,0.0,0,13,0.0,12.0,False,False,0.0,0.0,divalent
Q72HE7,5.78594799041748,0.723,[],False,False,0.0153846153846153,0,48,10.0,47.0,False,True,0.0,0.2127659574468085,neither
Q72HE9,5.949814796447753,0.751,[],False,False,0.0213523131672597,12,28,0.0,21.0,True,False,0.42857142857142855,0.0,neither
Q72HJ4,6.189789009094238,0.721,['Mg(2+)'],False,True,0.0,2,23,0.0,22.0,True,False,0.08695652173913043,0.0,divalent
Q72HJ6,5.691197395324706,0.725,['Mg(2+)'],False,True,0.0,3,24,0.0,25.0,True,False,0.125,0.0,divalent
Q72HK2,5.687957572937012,0.739,['Mg(2+)'],False,True,0.0068965517241379,7,11,0.0,12.0,True,False,0.6363636363636364,0.0,divalent
Q72HK9,7.989711952209473,0.749,[],False,False,0.0296296296296296,3,6,0.0,4.0,True,False,0.5,0.0,neither
Q72HM0,9.25219631195068,0.754,[],False,False,0.0606060606060606,4,9,0.0,7.0,True,False,0.4444444444444444,0.0,neither
Q72HM1,5.890759086608886,0.787,[],False,False,0.0296167247386759,0,2,0.0,2.0,False,False,0.0,0.0,neither
Q72HM2,5.526705360412596,0.729,[],False,False,0.0057971014492753,4,30,2.0,27.0,True,True,0.13333333333333333,0.07407407407407407,neither
Q72HM5,5.7100111007690435,0.728,[],False,False,0.0,1,99,0.0,97.0,False,False,0.010101010101010102,0.0,neither
Q72HQ0,6.32876033782959,0.758,[],False,False,0.0063694267515923,1,13,0.0,10.0,False,False,0.07692307692307693,0.0,neither
Q72HR0,8.505265617370608,0.722,['Mn(2+)'],False,True,0.0,0,10,0.0,11.0,False,False,0.0,0.0,divalent
Q72HR2,10.099697685241695,0.758,[],False,False,0.0,6,15,1.0,13.0,True,False,0.4,0.07692307692307693,neither
Q72HR3,11.567513847351076,0.784,[],False,False,0.0117647058823529,7,11,2.0,10.0,True,True,0.6363636363636364,0.2,neither
Q72HR8,4.983608818054199,0.749,[],False,False,0.0176991150442477,5,21,0.0,18.0,True,False,0.23809523809523808,0.0,neither
Q72HS4,6.08446636199951,0.724,[],False,False,0.0,1,24,0.0,27.0,False,False,0.041666666666666664,0.0,neither
Q72HU7,5.249728965759277,0.744,[],False,False,0.0,8,12,0.0,6.0,True,False,0.6666666666666666,0.0,neither
Q72HU9,5.354767417907715,0.747,[],False,False,0.009090909090909,7,28,0.0,26.0,True,False,0.25,0.0,neither
Q72HV9,6.189447975158691,0.725,"[""pyridoxal 5'-phosphate""]",True,False,0.0,0,48,0.0,43.0,False,False,0.0,0.0,covalent
Q72HX4,6.317108345031738,0.729,[],False,False,0.0200501253132832,0,1,0.0,1.0,False,False,0.0,0.0,neither
Q72HX5,6.1502290725707995,0.796,[],False,False,0.0106382978723404,0,2,0.0,1.0,False,False,0.0,0.0,neither
Q72I01,5.320266151428222,0.72,[],False,False,0.0144717800289435,32,115,3.0,111.0,True,True,0.2782608695652174,0.02702702702702703,neither
Q72I04,10.361826133728025,0.754,[],False,False,0.0048543689320388,17,35,1.0,32.0,True,False,0.4857142857142857,0.03125,neither
Q72I06,10.16958141326904,0.76,[],False,False,0.0,21,26,2.0,15.0,True,True,0.8076923076923077,0.13333333333333333,neither
Q72I09,10.42603664398193,0.76,[],False,False,0.0088495575221238,20,27,5.0,21.0,True,True,0.7407407407407407,0.23809523809523808,neither
Q72I11,10.404439735412598,0.757,[],False,False,0.0,5,11,1.0,8.0,True,False,0.45454545454545453,0.125,neither
Q72I12,10.705120277404784,0.785,[],False,False,0.0,2,10,0.0,10.0,True,False,0.2,0.0,neither
Q72I14,9.806173133850098,0.747,[],False,False,0.0,2,13,0.0,8.0,True,False,0.15384615384615385,0.0,neither
Q72I16,9.725136375427244,0.748,[],False,False,0.0054945054945054,22,59,0.0,53.0,True,False,0.3728813559322034,0.0,neither
Q72I19,10.188406181335449,0.755,[],False,False,0.0,3,26,2.0,26.0,True,True,0.11538461538461539,0.07692307692307693,neither
Q72I20,10.999998664855958,0.756,[],False,False,0.0,7,17,4.0,14.0,True,True,0.4117647058823529,0.2857142857142857,neither
Q72I22,10.200461769104006,0.765,[],False,False,0.0,2,10,2.0,7.0,True,True,0.2,0.2857142857142857,neither
Q72I33,11.354897117614744,0.761,[],False,False,0.0,1,12,0.0,9.0,False,False,0.08333333333333333,0.0,neither
Q72I38,6.650923728942872,0.793,[],False,False,0.16796875,0,1,0.0,1.0,False,False,0.0,0.0,neither
Q72I39,7.858583259582519,0.766,[],False,False,0.0,0,8,0.0,8.0,False,False,0.0,0.0,neither
Q72I52,5.767020606994628,0.732,[],False,False,0.0,0,7,0.0,8.0,False,False,0.0,0.0,neither
Q72I77,9.647709846496582,0.736,[],False,False,0.0,0,13,0.0,11.0,False,False,0.0,0.0,neither
Q72I89,9.673819541931152,0.746,[],False,False,0.0,0,5,0.0,2.0,False,False,0.0,0.0,neither
Q72I96,5.4286012649536115,0.773,[],False,False,0.0,17,21,0.0,16.0,True,False,0.8095238095238095,0.0,neither
Q72I97,5.717570686340332,0.773,[],False,False,0.0,0,5,0.0,6.0,False,False,0.0,0.0,neither
Q72I98,5.364089012145995,0.738,[],False,False,0.0,1,12,0.0,13.0,False,False,0.08333333333333333,0.0,neither
Q72IA7,5.216876029968262,0.76,[],False,False,0.058252427184466,28,43,6.0,35.0,True,True,0.6511627906976745,0.17142857142857143,neither
Q72IB3,7.236990547180176,0.733,"[""pyridoxal 5'-phosphate""]",True,False,0.0,0,17,0.0,15.0,False,False,0.0,0.0,covalent
Q72IB9,5.566606330871582,0.727,[],False,False,0.0,27,42,0.0,41.0,True,False,0.6428571428571429,0.0,neither
Q72IC1,6.695144462585449,0.738,[],False,False,0.0023584905660377,0,54,0.0,50.0,False,False,0.0,0.0,neither
Q72IC9,5.569675636291502,0.721,[],False,False,0.0,1,11,0.0,10.0,False,False,0.09090909090909091,0.0,neither
Q72ID1,9.360180854797363,0.727,[],False,False,0.0,2,2,1.0,1.0,True,False,1.0,1.0,neither
Q72ID5,6.375368309020996,0.762,[],False,False,0.0045454545454545,0,12,3.0,10.0,False,True,0.0,0.3,neither
Q72ID6,5.2791147232055655,0.778,[],False,False,0.0202020202020202,0,19,0.0,16.0,False,False,0.0,0.0,neither
Q72ID8,5.99096622467041,0.756,[],False,False,0.0060975609756097,0,8,0.0,8.0,False,False,0.0,0.0,neither
Q72IE6,6.301250267028809,0.755,['Fe cation'],True,False,0.0,0,16,0.0,14.0,False,False,0.0,0.0,covalent
Q72IE7,5.511301994323729,0.739,[],False,False,0.0,9,11,5.0,10.0,True,True,0.8181818181818182,0.5,neither
Q72IG9,7.857036018371582,0.733,[],False,False,0.0,3,34,0.0,32.0,True,False,0.08823529411764706,0.0,neither
Q72IH1,5.398590278625488,0.746,[],False,False,0.0018939393939393,1,11,0.0,8.0,False,False,0.09090909090909091,0.0,neither
Q72II1,6.272489738464355,0.734,[],False,False,0.0,2,5,1.0,4.0,True,False,0.4,0.25,neither
Q72II3,6.490524101257324,0.745,[],False,False,0.0,0,31,0.0,31.0,False,False,0.0,0.0,neither
Q72II9,9.61212329864502,0.745,[],False,False,0.0,0,1,0.0,1.0,False,False,0.0,0.0,neither
Q72IJ6,5.796008491516113,0.726,['Mg(2+)'],False,True,0.0163111668757841,2,4,0.0,3.0,True,False,0.5,0.0,divalent
Q72IK0,5.796576881408691,0.734,['Mn(2+)'],False,True,0.0333333333333333,6,40,0.0,23.0,True,False,0.15,0.0,divalent
Q72IK5,5.330269813537597,0.731,[],False,False,0.0178861788617886,0,39,0.0,28.0,False,False,0.0,0.0,neither
Q72IK6,4.877547264099121,0.807,[],False,False,0.0282485875706214,14,27,1.0,24.0,True,False,0.5185185185185185,0.041666666666666664,neither
Q72IM6,5.3408418655395495,0.742,[],False,False,0.027027027027027,8,26,5.0,23.0,True,True,0.3076923076923077,0.21739130434782608,neither
Q72IN1,10.2276029586792,0.753,[],False,False,0.0,9,15,2.0,13.0,True,True,0.6,0.15384615384615385,neither
